序号,sector,行业指数,pct_change,inflow,outflow,main_net_inflow,stock_count,top_stock,top_stock_pct,当前价,main_net_inflow_pct,fetch_time
269,汽车拆解概念,1843.51,-1.99,5683000000.0,7445999999.999999,-1763000000.0,48,山子高科,7.89,4.24,,2026-05-12 14:37:08
270,乳业,2138.77,-1.99,1560000000.0,2184000000.0,-624000000.0,35,万辰集团,1.34,230.99,,2026-05-12 14:37:08
271,稀土永磁,3936.85,-2.02,13880000000.000002,20253000000.0,-6373000000.0,64,新风光,12.31,76.11,,2026-05-12 14:37:08
272,电子纸,1445.91,-2.03,5028000000.0,5119000000.0,-91000000.0,24,龙腾光电,3.43,4.82,,2026-05-12 14:37:08
273,财税数字化,1935.59,-2.07,5958000000.0,8877000000.0,-2919000000.0,66,赛意信息,5.2,31.77,,2026-05-12 14:37:08
274,流感,1543.27,-2.11,10814000000.0,14796000000.0,-3983000000.0,183,尔康制药,7.08,4.84,,2026-05-12 14:37:08
275,核污染防治,1746.74,-2.14,6423999999.999999,8434000000.0,-2010000000.0000002,59,捷强装备,3.66,41.05,,2026-05-12 14:37:08
276,家庭医生,1335.15,-2.14,3154000000.0,5230000000.0,-2076000000.0000002,26,益丰药房,1.25,23.39,,2026-05-12 14:37:08
277,基因测序,2179.19,-2.18,9751000000.0,13375000000.0,-3624000000.0,70,百奥赛图,6.82,102.82,,2026-05-12 14:37:08
278,肝炎概念,1203.44,-2.21,7220000000.0,10871000000.0,-3651000000.0,140,*ST双成,4.97,10.56,,2026-05-12 14:37:08
279,阿尔茨海默概念,1315.58,-2.21,3019000000.0,5184000000.0,-2165000000.0,86,*ST双成,4.97,10.56,,2026-05-12 14:37:08
280,高压氧舱,1300.53,-2.22,474000000.0,880000000.0000001,-405999999.99999994,11,盈康生命,-0.95,11.5,,2026-05-12 14:37:08
281,MLOps概念,1156.08,-2.26,2515000000.0,3835000000.0,-1320000000.0,18,格灵深瞳,0.6,16.76,,2026-05-12 14:37:08
282,养鸡,1256.57,-2.36,938000000.0000001,1867000000.0000002,-930000000.0000001,22,晓鸣股份,2.92,17.95,,2026-05-12 14:37:08
283,DRG/DIP,1094.31,-2.46,911000000.0,1670000000.0,-759000000.0,22,华平股份,-0.89,4.46,,2026-05-12 14:37:08
284,动物疫苗,1525.36,-2.58,636000000.0,1111000000.0,-475000000.0,20,*ST海利,0.52,3.86,,2026-05-12 14:37:08
285,猴痘概念,948.501,-2.63,4513000000.0,7025000000.0,-2512000000.0,74,双鹭药业,3.92,6.89,,2026-05-12 14:37:08
286,禽流感,2340.42,-2.77,2107000000.0,3447999999.9999995,-1341000000.0,26,*ST香雪,2.07,10.86,,2026-05-12 14:37:08
287,猪肉,2548.43,-3.24,2016000000.0,4232000000.0,-2216000000.0,32,益生股份,-0.7,11.41,,2026-05-12 14:37:08
